Timestamp,Name,ID,URL,Time Spent
2023-12-30 23:23:35,Paige,174,www.myschool.com,103m
2023-12-30 22:31:40,Aubrey,126,www.myschool.com,39m
2023-12-30 18:10:46,Rachel,286,www.myschool.com,53m
2023-12-30 15:46:56,Elias,14,www.myschool.com,78m
2023-12-30 13:24:04,Anna,310,www.myschool.com,56m
2023-12-30 13:06:21,Braden,104,www.myschool.com,84m
2023-12-30 11:03:43,Adrian,236,www.myschool.com,100m
2023-12-30 10:34:32,Jorge,145,www.myschool.com,29m
2023-12-30 08:27:04,Breanna,98,www.myschool.com,66m
2023-12-30 07:32:38,Miranda,179,www.myschool.com,12m
2023-12-30 01:28:32,Alondra,214,www.myschool.com,94m
2023-12-30 00:17:35,Eva,75,www.myschool.com,61m
2023-12-29 21:18:18,Abraham,228,www.myschool.com,7m
2023-12-29 17:41:28,Mason,129,www.myschool.com,96m
2023-12-29 16:11:36,Dominic,376,www.myschool.com,26m
2023-12-29 15:52:56,Leonardo,290,www.myschool.com,50m
2023-12-29 15:10:06,Eva,75,www.myschool.com,90m
2023-12-29 13:23:59,Jacqueline,67,www.myschool.com,72m
2023-12-29 10:42:40,Vincent,148,www.myschool.com,27m
2023-12-29 06:06:23,Jackson,109,www.myschool.com,111m
2023-12-29 05:14:43,Patrick,106,www.myschool.com,48m
2023-12-28 20:02:45,Isaac,178,www.myschool.com,39m
2023-12-28 19:10:06,Steven,152,www.myschool.com,5m
2023-12-28 17:42:56,James,49,www.myschool.com,82m
2023-12-28 16:09:06,Hailey,105,www.myschool.com,43m
2023-12-28 13:45:34,Aubrey,126,www.myschool.com,51m
2023-12-28 13:42:04,Payton,277,www.myschool.com,67m
2023-12-28 08:27:22,Taylor,190,www.myschool.com,12m
2023-12-28 08:22:43,Kyle,42,www.myschool.com,20m
2023-12-28 03:37:48,Braden,104,www.myschool.com,89m
2023-12-28 02:16:10,Ariana,231,www.myschool.com,37m
2023-12-28 01:43:16,Gregory,7,www.myschool.com,28m
2023-12-28 00:14:09,Leah,372,www.myschool.com,116m
2023-12-28 00:11:52,Luke,177,www.myschool.com,2m
2023-12-27 23:03:23,Ricardo,17,www.myschool.com,78m
2023-12-27 22:16:24,Alyssa,294,www.myschool.com,35m
2023-12-27 21:57:33,Kenneth,183,www.myschool.com,81m
2023-12-27 21:27:14,Jordan,81,www.myschool.com,46m
2023-12-27 21:14:20,Victoria,329,www.myschool.com,107m
2023-12-27 20:56:05,Lydia,335,www.myschool.com,21m
2023-12-27 19:29:05,Alexia,187,www.myschool.com,97m
2023-12-27 18:26:09,Juliana,53,www.myschool.com,62m
2023-12-27 15:26:55,Alexa,29,www.myschool.com,71m
2023-12-27 13:17:34,Marcus,251,www.myschool.com,104m
2023-12-27 06:07:22,Carson,5,www.myschool.com,109m
2023-12-27 03:10:22,Victor,288,www.myschool.com,77m
2023-12-27 02:16:10,Christopher,58,www.myschool.com,88m
2023-12-27 01:04:15,Maria,184,www.myschool.com,91m
2023-12-27 00:52:34,Grace,285,www.myschool.com,48m
2023-12-27 00:08:11,Emmanuel,123,www.myschool.com,109m
2023-12-26 23:18:02,Abigail,1,www.myschool.com,86m
2023-12-26 22:50:06,Cristian,135,www.myschool.com,46m
2023-12-26 22:19:42,Amy,39,www.myschool.com,33m
2023-12-26 20:57:21,Hayden,336,www.myschool.com,15m
2023-12-26 20:23:31,Mark,292,www.myschool.com,41m
2023-12-26 18:02:57,Christopher,58,www.myschool.com,60m
2023-12-26 16:35:12,Skylar,19,www.myschool.com,102m
2023-12-26 10:04:30,Jaden,303,www.myschool.com,91m
2023-12-26 09:33:43,Reagan,74,www.myschool.com,58m
2023-12-26 09:28:40,Brian,331,www.myschool.com,119m
2023-12-26 08:48:54,Jose,246,www.myschool.com,39m
2023-12-26 06:37:40,Aidan,235,www.myschool.com,62m
2023-12-26 05:49:35,Isaiah,82,www.myschool.com,94m
2023-12-26 01:44:29,Jocelyn,377,www.myschool.com,87m
2023-12-26 01:42:47,Erik,360,www.myschool.com,51m
2023-12-25 23:49:53,Avery,151,www.myschool.com,83m
2023-12-25 23:15:38,Adriana,79,www.myschool.com,7m
2023-12-25 21:32:02,Megan,36,www.myschool.com,26m
2023-12-25 13:46:39,Naomi,374,www.myschool.com,66m
2023-12-25 13:14:36,Cassandra,299,www.myschool.com,81m
2023-12-25 12:31:31,Dakota,302,www.myschool.com,118m
2023-12-25 12:26:17,Grant,57,www.myschool.com,24m
2023-12-25 08:24:24,Alicia,162,www.myschool.com,75m
2023-12-25 08:11:27,Mikayla,276,www.myschool.com,39m
2023-12-25 02:24:09,Julian,115,www.myschool.com,10m
2023-12-25 00:00:31,Makenzie,349,www.myschool.com,100m
2023-12-24 23:15:39,Ayden,35,www.myschool.com,57m
2023-12-24 23:02:10,Isabelle,197,www.myschool.com,100m
2023-12-24 20:52:22,Gabriel,155,www.myschool.com,38m
2023-12-24 20:03:12,Mikayla,276,www.myschool.com,84m
2023-12-24 16:52:55,Jasmin,83,www.myschool.com,78m
2023-12-24 14:44:11,Sara,245,www.myschool.com,40m
2023-12-24 14:12:33,Ryan,218,www.myschool.com,6m
2023-12-24 13:13:03,Mariah,60,www.myschool.com,55m
2023-12-24 10:31:03,Sadie,384,www.myschool.com,87m
2023-12-24 09:48:14,Jessica,295,www.myschool.com,72m
2023-12-24 08:41:14,Mariah,60,www.myschool.com,19m
2023-12-24 07:49:08,Audrey,43,www.myschool.com,53m
2023-12-24 03:04:15,Landon,368,www.myschool.com,29m
2023-12-24 02:22:31,Eduardo,159,www.myschool.com,25m
2023-12-24 00:08:52,Carlos,96,www.myschool.com,20m
2023-12-23 23:13:17,Sara,245,www.myschool.com,23m
2023-12-23 20:35:12,Devon,2,www.myschool.com,21m
2023-12-23 20:19:52,Hailey,105,www.myschool.com,35m
2023-12-23 19:24:05,Angel,240,www.myschool.com,52m
2023-12-23 19:15:30,Cole,291,www.myschool.com,107m
2023-12-23 18:53:25,Diana,11,www.myschool.com,61m
2023-12-23 15:31:18,Jesse,358,www.myschool.com,105m
2023-12-23 14:28:54,Jacob,226,www.myschool.com,50m
2023-12-23 12:53:34,Sara,245,www.myschool.com,23m
